Provider Number;Hospital Name;City;State;County Name;DeathRatesHeartAttack;DeathRatesHeartFailure;DeathRatesPneumonia
450165;SOUTH TEXAS REGIONAL MEDICAL CENTER;JOURDANTON;TX;ATASCOSA;13,9;11,3;10,9
450176;MISSION REGIONAL MEDICAL CENTER;MISSION;TX;HIDALGO;13,5;8,8;9,9
450177;UVALDE MEMORIAL HOSPITAL;UVALDE;TX;UVALDE;14,7;11;12,8
450178;PECOS COUNTY MEMORIAL HOSPITAL;FORT STOCKTON;TX;PECOS;;10;14,4
450184;MEMORIAL HERMANN HOSPITAL SYSTEM;HOUSTON;TX;HARRIS;16;9,8;11,1
450187;TRINITY MEDICAL CENTER;BRENHAM;TX;WASHINGTON;17,9;10,7;16,9
450188;ETMC CLARKSVILLE;CLARKSVILLE;TX;RED RIVER;;10,8;11,9
450192;HILL REGIONAL HOSPITAL;HILLSBORO;TX;HILL;14,8;12,5;13,1
450193;ST LUKES EPISCOPAL HOSPITAL;HOUSTON;TX;HARRIS;14,4;10,3;9,4
450194;EAST TEXAS MEDICAL CENTER JACKSONVILLE;JACKSONVILLE;TX;CHEROKEE;17,9;10,4;12,4
450196;PARIS REGIONAL MEDICAL CENTER;PARIS;TX;LAMAR;15,6;11,4;14,9
450200;WADLEY REGIONAL MEDICAL CENTER;TEXARKANA;TX;BOWIE;19,4;10,7;12,2
450203;WEATHERFORD REGIONAL MEDICAL CENTER;WEATHERFORD;TX;PARKER;16,5;10,5;12,7
450209;NORTHWEST TEXAS HOSPITAL;AMARILLO;TX;POTTER;17,2;12,1;14,3
450210;ETMC CARTHAGE;CARTHAGE;TX;PANOLA;15;15,8;12
450211;MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN;LUFKIN;TX;ANGELINA;14,3;12,3;16
450213;UNIVERSITY HEALTH SYSTEM;SAN ANTONIO;TX;BEXAR;15,7;10,5;11,6
450214;GULF COAST MEDICAL CENTER;WHARTON;TX;WHARTON;;9,7;8,8
450219;SCOTT & WHITE HOSPITAL-LLANO;LLANO;TX;LLANO;;12;11,6
450221;MOORE COUNTY HOSPITAL DISTRICT;DUMAS;TX;MOORE;;9,7;12,1
450222;CONROE REGIONAL MEDICAL CENTER;CONROE;TX;MONTGOMERY;17,3;11,5;12,7
450229;HENDRICK MEDICAL CENTER;ABILENE;TX;TAYLOR;15,6;13;12
450231;BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS;AMARILLO;TX;POTTER;13,1;12,8;12,2
450234;COMANCHE COUNTY MEDICAL CENTER;COMANCHE;TX;COMANCHE;16,9;11,5;10,2
450235;MEMORIAL HOSPITAL;GONZALES;TX;GONZALES;;11,2;10,2
450236;HOPKINS COUNTY MEMORIAL HOSPITAL;SULPHUR SPRINGS;TX;HOPKINS;14,9;14,9;13,7
450237;CHRISTUS SANTA ROSA HOSPITAL;SAN ANTONIO;TX;BEXAR;13,9;12,6;12,9
450241;FAITH COMMUNITY HOSPITAL;JACKSBORO;TX;JACK;;10,2;10,8
450243;HAMLIN MEMORIAL HOSPITAL;HAMLIN;TX;JONES;;10,9;
450253;BELLVILLE GENERAL HOSPITAL;BELLVILLE;TX;AUSTIN;;13,8;14,9
450270;LAKE WHITNEY MEDICAL CENTER;WHITNEY;TX;HILL;;;
450271;WISE REGIONAL HEALTH SYSTEM;DECATUR;TX;WISE;16,2;12,2;15,3
450272;CENTRAL TEXAS MEDICAL CENTER;SAN MARCOS;TX;HAYS;14,7;14,1;9,3
450280;BAYLOR MEDICAL CENTER AT GARLAND;GARLAND;TX;DALLAS;15;11,3;10,3
450283;COZBY-GERMANY HOSPITAL;GRAND SALINE;TX;VAN ZANDT;;11,3;12,1
450289;HARRIS COUNTY HOSPITAL DISTRICT;HOUSTON;TX;HARRIS;14,3;10;12,3
450292;TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN;KAUFMAN;TX;KAUFMAN;17;14,8;14,5
450293;FRIO REGIONAL HOSPITAL;PEARSALL;TX;FRIO;;10,5;13,4
450296;CLEVELAND REGIONAL MEDICAL CTR;CLEVELAND;TX;LIBERTY;16;9,2;10,2
450299;COLLEGE STATION MEDICAL CENTER;COLLEGE STATION;TX;BRAZOS;16,6;11,4;13,3
450306;STAMFORD MEMORIAL HOSPITAL;STAMFORD;TX;JONES;;14,1;11,1
450324;TEXOMA MEDICAL CENTER;DENISON;TX;GRAYSON;18,5;11,2;14,1
450330;OAKBEND MEDICAL CENTER;RICHMOND;TX;FORT BEND;16,2;12,5;13,2
450340;SAN ANGELO COMMUNITY MEDICAL CENTER;SAN ANGELO;TX;TOM GREEN;16,2;10,5;11,7
450346;MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL;BEAUMONT;TX;JEFFERSON;16,6;11,7;16,5
450347;HUNTSVILLE MEMORIAL HOSPITAL;HUNTSVILLE;TX;WALKER;;13,4;9,6
450348;FALLS COMMUNITY HOSPITAL AND CLINIC;MARLIN;TX;FALLS;;11,2;8,9
450351;TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL;STEPHENVILLE;TX;ERATH;15,2;12,6;11
450352;HUNT REGIONAL MEDICAL CENTER;GREENVILLE;TX;HUNT;16,3;13,8;10,4
450358;METHODIST HOSPITAL,THE;HOUSTON;TX;HARRIS;12,9;8,8;8,3
450369;CHILDRESS REGIONAL MEDICAL CENTER;CHILDRESS;TX;CHILDRESS;;12,3;10,7
450370;COLUMBUS COMMUNITY HOSPITAL;COLUMBUS;TX;COLORADO;;12,4;10,1
450372;BAYLOR MEDICAL CENTER AT WAXAHACHIE;WAXAHACHIE;TX;ELLIS;15,2;13,5;13,6
450373;EAST TEXAS MEDICAL CENTER MOUNT VERNON;MOUNT VERNON;TX;FRANKLIN;;13,6;10,7
450379;DALLAS MEDICAL CENTER;DALLAS;TX;DALLAS;15,2;10,5;10,5
450388;METHODIST HOSPITAL;SAN ANTONIO;TX;BEXAR;16,2;10,6;11,3
450389;EAST TEXAS MEDICAL CENTER ATHENS;ATHENS;TX;HENDERSON;16,4;10,6;10,1
450395;MEMORIAL MEDICAL CENTER LIVINGSTON;LIVINGSTON;TX;POLK;;11,2;12,1
450399;BROWNFIELD REGIONAL MEDICAL CENTER;BROWNFIELD;TX;TERRY;;12,3;13,6
450400;PARKVIEW REGIONAL HOSPITAL;MEXIA;TX;LIMESTONE;15;11,7;9,1
450403;MEDICAL CENTER OF MCKINNEY;MCKINNEY;TX;COLLIN;14,9;11,5;15,5
450411;EASTLAND MEMORIAL HOSPITAL;EASTLAND;TX;EASTLAND;;13;10,9
450419;TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE;AZLE;TX;TARRANT;;12,3;11
450422;BAYLOR MEDICAL CENTER AT UPTOWN;DALLAS;TX;DALLAS;;;
450424;SAN JACINTO METHODIST HOSPITAL;BAYTOWN;TX;HARRIS;13,5;9,9;11,2
450431;ST DAVIDS MEDICAL CENTER;AUSTIN;TX;TRAVIS;16,2;11,9;11,8
450438;COLORADO FAYETTE MEDICAL CENTER;WEIMAR;TX;COLORADO;;9,6;12,1
450446;RIVERSIDE GENERAL HOSPITAL;HOUSTON;TX;HARRIS;;;
450447;NAVARRO REGIONAL HOSPITAL;CORSICANA;TX;NAVARRO;17,7;12,4;12,6
450451;GLEN ROSE MEDICAL CENTER;GLEN ROSE;TX;SOMERVELL;;12,6;10,6
450460;TYLER COUNTY HOSPITAL;WOODVILLE;TX;TYLER;;11,4;11,9
450462;TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS;DALLAS;TX;DALLAS;17,5;11;11,9
450465;MATAGORDA REGIONAL MEDICAL CENTER;BAY CITY;TX;MATAGORDA;17,2;11;15,2
450469;TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ;SHERMAN;TX;GRAYSON;16,6;10,2;12,9
450475;ETMC HENDERSON;HENDERSON;TX;RUSK;15,5;10,5;12,4
450484;WOODLAND HEIGHTS MEDICAL CENTER;LUFKIN;TX;ANGELINA;16,5;12,6;14,2
450488;ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE;KILGORE;TX;GREGG;;;
450489;MEDICAL ARTS HOSPITAL;LAMESA;TX;DAWSON;;11,4;12,9
450497;BOWIE MEMORIAL HOSPITAL;BOWIE;TX;MONTAGUE;;12,7;10,1
450498;STEPHENS MEMORIAL HOSPITAL;BRECKENRIDGE;TX;STEPHENS;;11,2;15,7
450508;MEMORIAL HOSPITAL;NACOGDOCHES;TX;NACOGDOCHES;16,4;13,2;10,9
450518;THE MEDICAL CENTER OF SOUTHEAST TEXAS;PORT ARTHUR;TX;JEFFERSON;16,1;12,7;10,7
450537;METHODIST RICHARDSON MEDICAL CENTER;RICHARDSON;TX;DALLAS;16,3;12;13
450539;COVENANT HOSPITAL PLAINVIEW;PLAINVIEW;TX;HALE;;13,3;14,7
450558;ABILENE REGIONAL MEDICAL CENTER;ABILENE;TX;TAYLOR;17,2;13,6;15
450563;BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE;GRAPEVINE;TX;TARRANT;16;10,7;10
450565;PALO PINTO GENERAL HOSPITAL;MINERAL WELLS;TX;PALO PINTO;;12,1;11,8
450571;SHANNON MEDICAL CENTER;SAN ANGELO;TX;TOM GREEN;14,5;12,2;10,2
450573;CHRISTUS JASPER MEMORIAL HOSPITAL;JASPER;TX;JASPER;;12,6;11,8
450578;HEMPHILL COUNTY HOSPITAL;CANADIAN;TX;HEMPHILL;;;11,6
450580;EAST TEXAS MEDICAL CENTER CROCKETT;CROCKETT;TX;HOUSTON;16,4;13,1;12,3
450584;WILBARGER GENERAL HOSPITAL;VERNON;TX;WILBARGER;;11,3;13,2
450586;SEYMOUR HOSPITAL;SEYMOUR;TX;BAYLOR;;11,2;9,7
450587;BROWNWOOD REGIONAL MEDICAL CENTER;BROWNWOOD;TX;BROWN;14,7;12;13,2
450591;ANGLETON-DANBURY MEDICAL CENTER;ANGLETON;TX;BRAZORIA;;11,8;12,1
450596;LAKE GRANBURY MEDICAL CENTER;GRANBURY;TX;HOOD;16,7;15,7;15,1
450597;CUERO COMMUNITY HOSPITAL;CUERO;TX;DE WITT;17,1;13,8;13,3
450604;HILL COUNTRY MEMORIAL HOSPITAL INC;FREDERICKSBURG;TX;GILLESPIE;15,9;13,6;10,9
450605;CARE REGIONAL MEDICAL CENTER;ARANSAS PASS;TX;SAN PATRICIO;;9,8;10,4
45060F;VA AMARILLO HEALTHCARE SYSTEM;AMARILLO                      ;TX;POTTER;15,4;11,1;12,6
450610;MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER;HOUSTON;TX;HARRIS;17,1;10,7;9,5
450615;ATLANTA MEMORIAL HOSPITAL;ATLANTA;TX;CASS;16,2;12;11
450617;CLEAR LAKE REGIONAL MEDICAL CENTER;WEBSTER;TX;HARRIS;14,1;9,3;11,5
450620;DIMMIT COUNTY MEMORIAL HOSPITAL;CARRIZO SPRINGS;TX;DIMMIT;;13,1;14,4
450630;SPRING BRANCH MEDICAL CENTER;HOUSTON;TX;HARRIS;16,1;11,8;10,4
450634;DENTON REGIONAL MEDICAL CENTER;DENTON;TX;DENTON;18,9;10,2;10,5
450638;HOUSTON NORTHWEST MEDICAL CENTER;HOUSTON;TX;HARRIS;12,4;10,3;10,7
450639;TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD;BEDFORD;TX;TARRANT;16;12,4;11,7
45063F;VA WEST TEXAS HEALTHCARE SYSTEM;BIG SPRING                    ;TX;HOWARD;;11,3;11,3
450641;NOCONA GENERAL HOSPITAL;NOCONA;TX;MONTAGUE;;11,3;10,4
450643;DOCTORS HOSPITAL OF LAREDO;LAREDO;TX;WEBB;17,2;9,9;10,4
450644;WEST HOUSTON MEDICAL CENTER;HOUSTON;TX;HARRIS;16,3;10,5;10,7
450647;MEDICAL CITY DALLAS HOSPITAL;DALLAS;TX;DALLAS;15,8;13,1;9,7
450651;MEDICAL CENTER OF PLANO;PLANO;TX;COLLIN;15,4;12,2;13,8
450653;SCENIC MOUNTAIN MEDICAL CENTER;BIG SPRING;TX;HOWARD;16,8;15,5;13,9
450654;STARR COUNTY MEMORIAL HOSPITAL;RIO GRANDE CITY;TX;STARR;15,2;10,1;11,5
450656;NACOGDOCHES MEDICAL CENTER;NACOGDOCHES;TX;NACOGDOCHES;16,3;14,5;12,1
450658;EAST TEXAS MEDICAL CENTER - FAIRFIELD;FAIRFIELD;TX;FREESTONE;;10,6;10,5
450659;PARK PLAZA HOSPITAL;HOUSTON;TX;HARRIS;14,4;9,9;9
450661;ODESSA REGIONAL HOSPITAL;ODESSA;TX;ECTOR;18;12,6;13,4
450662;VALLEY REGIONAL MEDICAL CENTER;BROWNSVILLE;TX;CAMERON;16,7;9;10,8
450668;SIERRA MEDICAL CENTER;EL PASO;TX;EL PASO;16,5;13,3;11,9
450669;MEDICAL CENTER OF LEWISVILLE;LEWISVILLE;TX;DENTON;16,2;10,8;11,6
45066F;DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM);DALLAS                        ;TX;DALLAS;13,3;10,9;12,9
450670;TOMBALL REGIONAL MEDICAL CENTER;TOMBALL;TX;HARRIS;15,5;8,5;8,7
450672;PLAZA MEDICAL CENTER OF FORT WORTH;FORT WORTH;TX;TARRANT;17,1;11,7;10,6
450674;WOMANS HOSPITAL OF TEXAS,THE;HOUSTON;TX;HARRIS;;;
450675;MEDICAL CENTER OF ARLINGTON;ARLINGTON;TX;TARRANT;17,6;11,8;11,9
450677;HUGULEY HEALTH SYSTEM;FORT WORTH;TX;TARRANT;14,3;11,2;10,3
450678;DOCTORS HOSPITAL;DALLAS;TX;DALLAS;14,8;10,6;10,8
450683;RENAISSANCE HOSPITAL TERRELL;TERRELL;TX;KAUFMAN;15,3;10,8;15,3
450684;MEMORIAL HERMANN NORTHEAST;HUMBLE;TX;HARRIS;16,6;11,9;11,8
450686;UNIVERSITY MEDICAL CENTER;LUBBOCK;TX;LUBBOCK;18,7;10,3;9,6
450688;DALLAS REGIONAL MEDICAL CENTER;MESQUITE;TX;DALLAS;18,1;9,3;12,9
450690;UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER;TYLER;TX;SMITH;15,6;9,6;7,3
450694;EL CAMPO MEMORIAL HOSPITAL;EL CAMPO;TX;WHARTON;15,9;10,1;10,1
450697;SOUTHWEST GENERAL HOSPITAL;SAN ANTONIO;TX;BEXAR;15,5;9,9;10,3
450698;LAMB HEALTHCARE CENTER;LITTLEFIELD;TX;LAMB;;10,8;12,9
450702;LONGVIEW REGIONAL MEDICAL CENTER;LONGVIEW;TX;GREGG;15,8;11,7;10,8
450709;CHRISTUS ST JOHN HOSPITAL;NASSAU BAY;TX;HARRIS;15,2;10,6;14,5
450711;RIO GRANDE REGIONAL HOSPITAL;MCALLEN;TX;HIDALGO;14,3;9,3;10,8
450713;ST DAVID'S SOUTH AUSTIN MEDICAL CENTER;AUSTIN;TX;TRAVIS;14,9;12,2;15,1
450716;CYPRESS FAIRBANKS MEDICAL CENTER;HOUSTON;TX;HARRIS;12;8,7;10,9
450718;ROUND ROCK MEDICAL CENTER;ROUND ROCK;TX;WILLIAMSON;16,1;10,8;11,8
450723;METHODIST CHARLTON MEDICAL CENTER;DALLAS;TX;DALLAS;17,7;11,8;12,9
450730;BAYLOR MEDICAL CENTER AT CARROLLTON;CARROLLTON;TX;DENTON;15,2;12,5;10,9
450742;LAKE POINTE MEDICAL CENTER;ROWLETT;TX;DALLAS;16,6;14,1;16,2
450743;TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON;DENTON;TX;DENTON;15,6;10,7;11,3
450746;KNOX COUNTY HOSPITAL;KNOX CITY;TX;KNOX;;;11,2
450747;PALESTINE REGIONAL MEDICAL CENTER;PALESTINE;TX;ANDERSON;17,2;12;12,9
450749;EAST TEXAS MEDICAL CENTER TRINITY;TRINITY;TX;TRINITY;;10,5;11,3
45074F;HOUSTON VA MEDICAL CENTER;HOUSTON                       ;TX;HARRIS;13,6;9,7;14
450754;HAMILTON GENERAL HOSPITAL;HAMILTON;TX;HAMILTON;16,1;9,2;9,4
450755;COVENANT HOSPITAL LEVELLAND;LEVELLAND;TX;HOCKLEY;;11,5;11,2
450766;UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY;DALLAS;TX;DALLAS;;;
450770;CENTRAL TEXAS HOSPITAL;CAMERON;TX;MILAM;;;
450771;TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO;PLANO;TX;COLLIN;14,5;11,6;10
450774;TOPS SURGICAL SPECIALTY HOSPITAL;HOUSTON;TX;HARRIS;;;
450775;KINGWOOD MEDICAL CENTER;KINGWOOD;TX;HARRIS;15,5;10,4;12,2
450779;TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F;FORT WORTH;TX;TARRANT;14,7;10,4;11,2
450780;METHODIST AMBULATORY SURGERY HOSPITAL NW;SAN ANTONIO;TX;BEXAR;;;
450788;CORPUS CHRISTI MEDICAL CENTER,THE;CORPUS CHRISTI;TX;NUECES;16,2;10,5;11,6
450795;ST ANTHONY'S HOSPITAL;HOUSTON;TX;HARRIS;;;
450796;NORTHWEST TEXAS SURGERY CENTER;AMARILLO;TX;RANDALL;;;
450797;HOUSTON HOSPITAL FOR SPECIALIZED SURGERY;HOUSTON;TX;HARRIS;;;
450801;CHRISTUS ST MICHAEL HEALTH SYSTEM;TEXARKANA;TX;BOWIE;17,7;10,7;9,8
450803;DOCTORS HOSPITAL TIDWELL;HOUSTON;TX;HARRIS;14,9;10,7;9,6
450804;TEXAS ORTHOPEDIC HOSPITAL;HOUSTON;TX;HARRIS;;;
450808;NORTHWEST HILLS SURGICAL HOSPITAL;AUSTIN;TX;TRAVIS;;;
450809;NORTH AUSTIN MEDICAL CENTER;AUSTIN;TX;TRAVIS;15,9;11,4;10,6
450813;COMMUNITY GENERAL HOSPITAL;DILLEY;TX;FRIO;;11,6;
450820;METHODIST SUGAR LAND HOSPITAL;SUGAR LAND;TX;FORT BEND;14,6;9,6;8,7
450822;LAS COLINAS MEDICAL CENTER;IRVING;TX;DALLAS;16,8;11,7;11,7
450825;CORNERSTONE REGIONAL HOSPITAL;EDINBURG;TX;HIDALGO;;;
450827;KELL WEST REGIONAL HOSPITAL;WICHITA FALLS;TX;WICHITA;;13,3;10,1
450828;CHRISTUS SPOHN HOSPITAL ALICE;ALICE;TX;JIM WELLS;15,7;9,2;11,7
450831;SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON;PASADENA;TX;HARRIS;;;
450832;CHRISTUS ST CATHERINE HOSPITAL;KATY;TX;HARRIS;15,2;11,5;14
450833;ENNIS REGIONAL MEDICAL CENTER;ENNIS;TX;ELLIS;;9,4;12,7
450834;PHYSICIANS CENTRE,THE;BRYAN;TX;BRAZOS;;;
450840;TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN;ALLEN;TX;COLLIN;;12,1;12,9
450841;BROWNSVILLE SURGICAL HOSPITAL;BROWNSVILLE;TX;CAMERON;;;10,7
450844;METHODIST WILLOWBROOK HOSPITAL;HOUSTON;TX;HARRIS;13,1;10,6;12,6
450845;EL PASO SPECIALTY HOSPITAL;EL PASO;TX;EL PASO;;;
450847;MEMORIAL HERMANN KATY HOSPITAL;KATY;TX;HARRIS;16,8;12,3;13,1
450848;MEMORIAL HERMANN SUGAR LAND HOSPITAL;SUGAR LAND;TX;FORT BEND;16,1;12,5;12,5
450851;BAYLOR HEART AND VASCULAR HOSPITAL;DALLAS;TX;DALLAS;14,9;10,9;
450853;BAYLOR MEDICAL CENTER AT FRISCO;FRISCO;TX;COLLIN;;;
450855;HARLINGEN MEDICAL CENTER;HARLINGEN;TX;CAMERON;13,8;9,8;10,8
450856;SOUTH TEXAS SPINE AND SURGICAL HOSPITAL;SAN ANTONIO;TX;BEXAR;;;
450860;SUGAR LAND SURGICAL HOSPITAL LLP;SUGAR LAND;TX;FORT BEND;;;
450862;ST LUKE'S THE WOODLANDS HOSPITAL;THE WOODLANDS;TX;MONTGOMERY;15,2;10,6;11,9
450864;TEXAS SPINE AND JOINT HOSPITAL;TYLER;TX;SMITH;;;
450865;SETON SOUTHWEST HOSPITAL;AUSTIN;TX;TRAVIS;;;10,4
450867;SETON  NORTHWEST HOSPITAL;AUSTIN;TX;TRAVIS;;10;9,4
450869;DOCTORS HOSPITAL AT RENAISSANCE;EDINBURG;TX;HIDALGO;16,2;10,7;10,2
45086F;TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM);TEMPLE                        ;TX;BELL;15,6;10,5;11,9
450871;AUSTIN SURGICAL HOSPITAL;AUSTIN;TX;TRAVIS;;;
450872;USMD HOSPITAL AT ARLINGTON L P;ARLINGTON;TX;TARRANT;;;
450874;IRVING COPPELL SURGICAL HOSPITAL LLP;IRVING;TX;DALLAS;;;
450875;QUAIL CREEK SURGICAL HOSPITAL;AMARILLO;TX;POTTER;;;
450876;LUBBOCK HEART HOSPITAL LP;LUBBOCK;TX;LUBBOCK;14;10,7;11,1
450877;EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC;EL PASO;TX;EL PASO;15,2;10,3;10,3
450880;BAYLOR SURGICAL HOSPITAL AT FORT WORTH;FORT WORTH;TX;TARRANT;;;
450883;BAYLOR MEDICAL CENTER AT TROPHY CLUB;TROPHY CLUB;TX;DENTON;;;
450884;EAST TEXAS MEDICAL CENTER - GILMER;GILMER;TX;UPSHUR;;9,9;11,2
450885;CENTENNIAL MEDICAL CENTER;FRISCO;TX;COLLIN;17,1;9,5;13,5
450886;SOUTHWEST SURGICAL HOSPITAL;HURST;TX;TARRANT;;;
450888;TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE;SOUTHLAKE;TX;TARRANT;;;
450889;TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT;DALLAS;TX;DALLAS;;;
450890;BAYLOR REGIONAL MEDICAL CENTER AT PLANO;PLANO;TX;COLLIN;15,7;10,9;11,3
450891;TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN;PLANO;TX;COLLIN;;;
450893;NORTH TEXAS HOSPITAL;DENTON;TX;DENTON;;;
450894;PINE CREEK MEDICAL CENTER LLP;DALLAS;TX;DALLAS;;;
45090F;SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM);SAN ANTONIO                   ;TX;BEXAR;15;11,1;11,6
451301;REAGAN MEMORIAL HOSPITAL;BIG LAKE;TX;REAGAN;;;
451302;GOOD SHEPHARD MEDICAL CENTER-LINDEN;LINDEN;TX;CASS;;12,8;16,9
451303;LIMESTONE MEDICAL CENTER;GROESBECK;TX;LIMESTONE;;11,3;17,1
451305;BURLESON ST JOSEPH HEALTH CENTER;CALDWELL;TX;BURLESON;;;12,9
451308;YOAKUM COUNTY HOSPITAL;DENVER CITY;TX;YOAKUM;;11,5;10,5
451309;MCCAMEY HOSPITAL;MCCAMEY;TX;UPTON;;;
451310;BALLINGER MEMORIAL HOSPITAL;BALLINGER;TX;RUNNELS;;12,1;17
451313;FISHER COUNTY HOSPITAL DISTRICT;ROTAN;TX;FISHER;;;11,8
451315;NORTH RUNNELS HOSPITAL;WINTERS;TX;RUNNELS;;;
451316;MADISON ST JOSEPH HEALTH CENTER;MADISONVILLE;TX;MADISON;;10,9;13,1
451319;MOTHER FRANCES HOSPITAL JACKSONVILLE;JACKSONVILLE;TX;CHEROKEE;;11;14,1
451320;BAYSIDE COMMUNITY HOSPITAL;ANAHUAC;TX;CHAMBERS;;;10,8
451321;HUNT REGIONAL COMMUNITY HOSPITAL;COMMERCE;TX;HUNT;;12,4;12,8
451322;GRIMES ST JOSEPH HEALTH CENTER;NAVASOTA;TX;GRIMES;;12,7;14
451323;ROLLINS BROOK COMMUNITY HOSPITAL;LAMPASAS;TX;LAMPASAS;;10;9,7
451330;MEDINA REGIONAL HOSPITAL;HONDO;TX;MEDINA;;11,6;12,3
451331;COON MEMORIAL HOSPITAL;DALHART;TX;DALLAM;;11,8;11,4
451334;PARKVIEW HOSPITAL;WHEELER;TX;WHEELER;;;10,8
451337;W J MANGOLD MEMORIAL HOSPITAL;LOCKNEY;TX;FLOYD;;11,8;10,5
451341;HASKELL MEMORIAL HOSPITAL;HASKELL;TX;HASKELL;;;13,6
451342;MITCHELL COUNTY HOSPITAL DISTRICT;COLORADO CITY;TX;MITCHELL;;11,8;12,8
451343;ELECTRA MEMORIAL HOSPITAL;ELECTRA;TX;WICHITA;;11,4;10,1
451344;HANSFORD COUNTY HOSPITAL;SPEARMAN;TX;HANSFORD;;;11,2
451346;YOAKUM COMMUNITY HOSPITAL;YOAKUM;TX;DE WITT;16;12,5;12,8
451347;COLEMAN COUNTY MEDICAL CENTER;COLEMAN;TX;COLEMAN;;11,4;16,8
451349;SWISHER MEMORIAL HOSPITAL;TULIA;TX;SWISHER;;11,2;11,5
451350;PLAINS MEMORIAL HOSPITAL;DIMMITT;TX;CASTRO;;11,4;11,9
451356;MEMORIAL MEDICAL CENTER;PORT LAVACA;TX;CALHOUN;;10,3;12,2
451364;OTTO KAISER MEMORIAL HOSPITAL;KENEDY;TX;KARNES;;14,2;12,3
451365;SETON HIGHLAND LAKES;BURNET;TX;BURNET;;10,2;10,6
451367;EAST TEXAS MEDICAL CENTER PITTSBURG;PITTSBURG;TX;CAMP;;11,9;14,5
451369;GOLDEN PLAINS COMMUNITY HOSPITAL;BORGER;TX;HUTCHINSON;;13,8;13,1
451370;RED RIVER REGIONAL HOSPITAL;BONHAM;TX;FANNIN;;10,1;14,1
451371;SETON EDGAR B DAVIS HOSPITAL;LULING;TX;CALDWELL;;11,6;10,7
451372;MULESHOE AREA MEDICAL CENTER;MULESHOE;TX;BAILEY;;11,9;11,3
451373;WARD MEMORIAL HOSPITAL;MONAHANS;TX;WARD;;11,5;11,4
451374;SCOTT & WHITE HOSPITAL-TAYLOR;TAYLOR;TX;WILLIAMSON;;12;13,4
451376;LAVACA MEDICAL CENTER;HALLETTSVILLE;TX;LAVACA;;11;13,1
451377;REEVES COUNTY HOSPITAL DISTRICT;PECOS;TX;REEVES;;10,8;11
451378;BIG BEND REGIONAL MEDICAL CENTER;ALPINE;TX;BREWSTER;;10,3;13
451379;CORYELL MEMORIAL HEALTHCARE SYSTEM;GATESVILLE;TX;CORYELL;;10,4;12,9
453300;COOK CHILDRENS MEDICAL CENTER;FORT WORTH;TX;TARRANT;;;
453301;DRISCOLL CHILDRENS HOSPITAL;CORPUS CHRISTI;TX;NUECES;;;
453310;DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS;AUSTIN;TX;TRAVIS;;;
460001;UTAH VALLEY REGIONAL MEDICAL CENTER;PROVO;UT;UTAH;14,9;14,6;13,9
460003;SALT LAKE REGIONAL MEDICAL CENTER;SALT LAKE CITY;UT;SALT LAKE;15,2;12,3;12,2
460004;MCKAY DEE HOSPITAL CENTER;OGDEN;UT;WEBER;15,8;11,9;13,3
460005;OGDEN REGIONAL MEDICAL CENTER;OGDEN;UT;WEBER;14,4;13,7;13,5
460006;LDS HOSPITAL;SALT LAKE CITY;UT;SALT LAKE;;11,5;9,9
460007;VALLEY VIEW MEDICAL CENTER;CEDAR CITY;UT;IRON;15,5;12;14,7
460009;UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS;SALT LAKE CITY;UT;SALT LAKE;14,5;13,6;9,9
460010;INTERMOUNTAIN MEDICAL CENTER;MURRAY;UT;SALT LAKE;13,5;11,8;12,9
460011;CASTLEVIEW HOSPITAL;PRICE;UT;CARBON;;16;15,7
